ID,诗名,花名,朝代,赏析_preview,zh_top5,zh_top10,sk_top5,sk_top10,共同token数,共同tokens,一致率
696,玉楼春,木芙蓉,明,王夫之是一位极负盛名的明末遗民诗人。他在明亡后，归隐衡阳石船山下，闭门著书，誓不,"涵、""、定、获、片","涵 "" 定 获 片 周 不 均 匀 钩",仕、的、片、窥、江,仕 的 片 窥 江 初 云 里 意 象,1,片,0.1
637,观鑫,荷花,清,这是一首观莲咏怀诗，可以分成三个部分来读。第一部分是前八句，写幽赏心会。“清池莹,块、谓、对、浣、会,块 谓 对 浣 会 写 赏 见 幽 朝,之、俯、余、背、日,之 俯 余 背 日 的 独 美 云 神,0,,0.0
636,采莲曲,荷花,金,这是一首充满生命活力，具有民歌风味的采莲曲。作者采用整齐的五言句式，在淡泊恬美的,斜、平、说、文、酣,斜 平 说 文 酣 层 曲 余 里 少,后、的、和、里、曲,后 的 和 里 曲 诗 吧 余 田 写,3,里、余、曲,0.3
699,踏莎行,虞美人,宋,年辈稍长于贺铸的北宋著名词人晏几道写过一首<蝶恋花>咏莲词：“笑艳秋莲生绿浦。红,分、与、小、别、回,分 与 小 别 回 右 论 浦 洵 竟,她、铸、也、别、词,她 铸 也 别 词 的 寄 之 贺 友,1,别,0.1
701,惜红衣,虞美人,宋,《惜红衣》为词人的自度曲，词牌取怜惜荷花之意。丁未，即淳熙十四年(1187)。是,弁、官、相、讯、夔,弁 官 相 讯 夔 词 无 姜 游 指,夔、词、的、之、首,夔 词 的 之 首 说 是 盛 宋 怜,2,词、夔,0.2
702,洞仙歌令,虞美人,宋,康与之的词大多是应制词。当时虽然曾受高宗、孝宗的赏识，极负盛名，但是由于缺乏思想,"""、耶、酣、别、欲",""" 耶 酣 别 欲 西 倚 平 彼 含",她、诗、之、的、象,她 诗 之 的 象 背 春 竟 酣 和,1,酣,0.1
703,水龙吟,虞美人,宋,这是一首咏物之词。南宋末许多词人处亡国之际，情绪消沉，相与结社，选调命题填词，借,"""、施、阙、兮、羞",""" 施 阙 兮 羞 仍 者 沐 静 调",闋、仁、同、般、词,闋 仁 同 般 词 端 的 于 羞 看,1,羞,0.1
706,迈陂塘,虞美人,金,在中国古典诗词的发展历程中，“情爱”和“忠爱”的表现长期处在既分流又复合的状态。,并、-、说、多、每,并 - 说 多 每 正 无 怨 侧 双,歌、处、露、展、于,歌 处 露 展 于 的 嬗 之 正 另,1,正,0.1
707,迈陂塘,虞美人,元,李冶的与元好问同调同题“双蕖怨”之作，是以自家的面貌迥异于遗山神韵的。其词的差异,天、衰、呈、雄、情,天 衰 呈 雄 情 并 韵 层 较 独,的、冶、好、于、宛,的 冶 好 于 宛 写 诗 词 来 地,0,,0.0
708,念奴娇,虞美人,宋,姜夔《念奴娇》词，前面有一篇文笔清丽的小序，说明他写此词的时间和经过，“予客武陵,记、化、常、萧、姜,"记 化 常 萧 姜 据 陂 白 闹 """,之、们、浴、临、姜,之 们 浴 临 姜 冬 塘 鸯 游 予,1,姜,0.1
759,南柯子,秋海棠,清,高士奇这首词，依传统的“海棠美人”立意，但因咏的是秋海棠，与春日海棠自有不同，作,派、得、称、偏、映,派 得 称 偏 映 半 红 - 染 生,云、咏、法、的、花,云 咏 法 的 花 描 地 缀 但 篇,0,,0.0
756,白秋海棠,秋海棠,清,诗写秋夜的白海棠，前二句写出了白海棠的风姿，后二句写女主人公看花的清态。清亮的秋,愈、日、素、诗、如,愈 日 素 诗 如 洁 独 帘 秋 影,寂、透、的、亮、弄,寂 透 的 亮 弄 背 切 幽 芬 独,1,独,0.1
749,咏槿花,木槿,唐,推月下门”还是“僧敲月下门”而苦思冥索，不觉冲撞了韩愈的仪仗。《红 楼梦中香菱学,怪、直、推、双、便,怪 直 推 双 便 而 咏 疑 圆 愈,他、实、怪、套、咏,他 实 怪 套 咏 中 争 想 把 词,2,咏、怪,0.2
782,同儿曹赋芦花,芦花,金,题为“赋芦花”，却全不用明写，只以暗笔摹出芦苇的神貌，并借此寄情，可见作者是咏物,题、拉、赋、哀、而,题 拉 赋 哀 而 典 霜 暗 觉 写,写、的、涵、最、诗,写 的 涵 最 诗 夜 思 反 以 沙,1,写,0.1
747,槿,木槿,明,这首五言古诗一共十六句，它抓住了木槿的两个特性来抒发感情。第一个特性是木槿可以编,知、故、贵、起、忘,知 故 贵 起 忘 忧 篱 而 编 度,抒、的、花、悟、为,抒 的 花 悟 为 律 忘 朵 萎 于,1,忘,0.1
746,白槿花,木槿,元,（白槿花>这首诗紧紧扣住了“白”字来写，赞扬了白槿花纯洁无瑕、冰清玉洁，与世无争,"分、""、-、指、衣","分 "" - 指 衣 弄 读 破 清 都",叶、里、指、地、碧,叶 里 指 地 碧 生 云 佳 的 她,1,指,0.1
760,蝶恋花,秋海棠,清,春天，百花盛开，万紫千红，而秋海棠却不愿和它们争春。“难位置”，真正的意思并不是,特、就、中、起、睡,特 就 中 起 睡 与 难 用 - 阴,片、的、布、和、象,片 的 布 和 象 字 之 气 被 态,0,,0.0
748,槿 花(其-),木槿,唐,花，不仅是作为他特别爱好和作为玩赏的特定审美对象，更值得人们深思的，是作为人间最,花、冠、笑、相、怜,花 冠 笑 相 怜 多 劫 这 居 体,征、正、已、槿、>,征 正 已 槿 > 象 咏 充 落 的,0,,0.0
764,蓼 花,蓼花,宋,这是一首咏花抒怀之作。咏花，则肖花；抒怀，则蕴藉。把明丽的形象与深沉的思索结合·,砌、写、体、蓼、秋,砌 写 体 蓼 秋 檐 观 媚 上 藉,的、用、诗、媚、砌,的 用 诗 媚 砌 叶 之 从 一 怀,2,砌、媚,0.2
783,芦 花,芦花,明,这首诗用兴的艺术手法，由深秋芦花，触发怀人感情。 “江畔洲前白渺茫，萧萧摵摵斗秋,旅、通、避、兴、云,旅 通 避 兴 云 经 瑟 清 哀 想,象、兴、的、中、是,象 兴 的 中 是 他 化 絮 苇 声,1,兴,0.1
789,金钗股,金银花,清,金钗股，即金银花。这种花初白后黄，有香气，可人药。可惜历代诗人很少注意它，因此吟,"也、""、-、分、出","也 "" - 分 出 芳 整 胎 号 股",之、颈、的、云、里,之 颈 的 云 里 转 用 在 末 也,1,也,0.1
791,曼陀罗,曼陀罗,宋,咏物诗，描其形易，拟其神难；独咏-物易，连带他物难。陈与义此诗，·舍易就难，在对,我、迷、他、俗、独,我 迷 他 俗 独 易 风 房 写 圃,之、叶、旨、的、咏,之 叶 旨 的 咏 蕖 调 敷 于 夜,0,,0.0
768,迷仙引,蓼花,清,这首词所咏之物是水蓼花。水蓼是一种草，多生于水边湿地，夏秋开淡红色或淡绿色小花。,爱、容、与、蓼、绿,爱 容 与 蓼 绿 冷 写 即 倚 皆,之、极、加、于、度,之 极 加 于 度 野 调 咏 的 续,0,,0.0
770,水龙吟蓼花,蓼花,清,·这首词所咏蓼花，是江南水乡常见的水蓼。她们漫生于湖畔河旁，每年夏秋之交，便纷纷,工、蓼、萝、等、script,工 蓼 萝 等 script prime $ 楚 点 闲,篇、于、从、他、的,篇 于 从 他 的 蓼 却 妙 缀 笔,1,蓼,0.1
774,题画鸡冠花,鸡冠花,元,这首诗活脱是写了·只勇武的雄鸡，它的巧妙处却在把鸡与花融为一体了。它已不是一幅精,"司、声、陵、""、五","司 声 陵 "" 五 喻 - 花 唤 点",感、偷、写、法、描,感 偷 写 法 描 整 灼 用 斗 他,0,,0.0
781,紫 薇,紫薇,宋,好的咏物诗，借物抒怀，咏物不滞于物。唐代曾把中书省改为紫微省，中书令即为紫徽令(,"""、清、徽、浸、改",""" 清 徽 浸 改 禁 样 少 妄 省",终、省、郎、于、的,终 省 郎 于 的 所 凡 昔 苑 浸,2,省、浸,0.2
800,八月十七日天竺山送桂花分贈元素,桂花,宋,此诗作于宋神宗熙宁七年(1074)杭州通判任上。天竺山在杭州西湖北。山中的桂花闻,原、缺、元、别、浓,原 缺 元 别 浓 霜 用 役 来 五,"飞、据、,、的、前","飞 据 , 的 前 说 落 蕊 圆 满",0,,0.0
804,东城桂,桂花,唐,《东城桂》共三首，此为第一首。诗前有序云：“苏之东城，古吴都城也，今为樵牧之场。,首、次、宿、词、堕,"首 次 宿 词 堕 "" 赋 子 绝 压",都、之、诗、的、写,都 之 诗 的 写 堕 任 桂 宿 处,2,堕、宿,0.2
817,古香慢,桂花,宋,沧浪，即苏州城东沧浪园，南宋初爱国名将韩世忠别墅。此词为梦窗晚年之作。梦窗又有(,"""、洪、讯、还、怨",""" 洪 讯 还 怨 沈 用 袅 滨 薄",把、之、问、风、小,把 之 问 风 小 降 的 看 游 细,0,,0.0
824,菩萨蛮,秋葵,宋,晏殊为北宋初期词坛一大家。冯煦称他为“北宋倚声家初祖”(<宋六十一词选例言》)。,"""、倚、同、侧、露",""" 倚 同 侧 露 写 最 插 重 深",喻、之、>、早、诗,喻 之 > 早 诗 生 篇 倚 坠 真,1,倚,0.1
827,滴滴金,滴滴金,宋,状物诗，有以“实”取胜者，有以“虚”取胜者。以实取胜，即实写某物状难写之景如在目,成、既、榆、虚、新,成 既 榆 虚 新 首 非 写 乘 露,写、之、命、物、的,写 之 命 物 的 老 胜 某 自 成,2,写、成,0.2
829,咏金钱花,金钱花,唐,这是一首政治讽刺诗。诗人借咏金钱花，辛辣而又带幽默地讽刺了封建统治者对人民残酷压,写、讽、附、任、具,写 讽 附 任 具 伸 币 却 即 刺,技、的、巧、呀、妙,技 的 巧 呀 妙 某 建 地 用 义,0,,0.0
832,蘋 花,蘋花,清,翠叶金花杂杜蘅， 湘湖千里最知名：秋风飒飒过南浦， 乡思无端一夕生。 蘋花生浅水,"蘋、杂、""、金、门","蘋 杂 "" 金 门 翠 若 常 以 白",的、杂、叶、蘋、夕,的 杂 叶 蘋 夕 望 说 故 所 遐,2,杂、蘋,0.2
857,晚香轩,菊花,明,"本诗以问句发响，议论起兴，开头便谓：“焉知老子非元亮""，笔势横逸奇绝，自有豪气鼓","""、屐、-、非、问",""" 屐 - 非 问 诗 称 反 章 登",的、显、之、借、遥,的 显 之 借 遥 高 反 露 地 本,1,反,0.1
856,晚香轩,菊花,明,菊花傲视风霜，寒秋留节，有着“不同桃李混芳尘”的独特个性。开头的“不畏风霜向晚欺,"拟、就、""、逃、存","拟 就 "" 逃 存 晚 径 地 荒 联",活、>、留、凌、的,活 > 留 凌 的 借 据 系 他 诗,0,,0.0
798,岩 桂,桂花,宋,首联状花叶。粟，俗称小米，子实小，卵圆形，黄白色。“粟玉”，形容桂花圆小，玲珑剔,黏、联、齐、岩、碧,黏 联 齐 岩 碧 剪 拭 称 对 首,叶、才、刻、或、卵,叶 才 刻 或 卵 匀 整 的 下 象,0,,0.0
853,刘员外寄移菊,菊花,唐,秋来缘树复缘墙，怕共平芜一例荒。颜色不能随地变， 风流唯解逐人香。烟含细叶交加碧,"使、拆、含、""、骅","使 拆 含 "" 骅 墙 解 画 缘 但",力、的、于、荒、命,力 的 于 荒 命 始 秋 写 插 菊,0,,0.0
796,桂 花,桂花,元,这首诗写的是由于桂花开放，而引起的故园之思。首联，写傍晚桂花开放，桂影映在窗帘上,参、斜、罢、阑、玉,参 斜 罢 阑 玉 低 干 晓 摇 貌,低、貌、吹、写、的,低 貌 吹 写 的 用 思 府 家 指,2,低、貌,0.2
850,九 日,菊花,明,“每逢佳节倍思亲”，这是世代人们的普遍心理。而诗人离乡日久，亲友阻隔，则未免意不,倍、应、重、岁、洒,倍 应 重 岁 洒 却 均 幽 年 故,故、倍、云、居、很,故 倍 云 居 很 的 所 明 境 活,2,故、倍,0.2
793,咏 桂,桂花,唐,此首《李太白全集》列在《咏槿二首》题下，《文苑英华》等本作《咏桂二首》。实则前首,"""、攀、咏、截、属",""" 攀 咏 截 属 争 许 桂 等 窘",之、引、指、的、史,之 引 指 的 史 泛 咏 于 兮 伯,1,咏,0.1
792,春桂问答二首,桂花,唐,春来了，万物复苏，百花斗艳。在千姿万态的花卉中，最浓艳、最惹人注目的，莫过于桃李,"常、""、久、华、视","常 "" 久 华 视 秘 青 南 矣 如",绕、的、于、落、日,绕 的 于 落 日 桂 之 吗 呢 青,1,青,0.1
813,霜天晓角,桂花,宋,这是首咏物抒怀的词作。 上片赞美桂花的“香与韵、两清洁”。 开头两句，以“绿云”,"护、""、词、剪、低","护 "" 词 剪 低 借 垄 以 懋 中",之、云、叶、种、的,之 云 叶 种 的 地 底 宋 咏 客,0,,0.0
839,墨菊二首(其二),菊花,明,这是一首题画诗。按照---般写法，当由阐发画意人手，而本作不然，首先涌人诗人毫楮,"堪、""、尚、画、怪","堪 "" 尚 画 怪 其 书 歇 骨 论",之、气、肖、画、花,之 气 肖 画 花 上 古 的 詎 重,1,画,0.1
903,绛都春,雁来红,清,这首词先从他物写起，慢慢将笔墨转向吟咏对象，艺术构思上颇为巧妙。开篇即云：“芳丛,高、槛、带、绳、围,高 槛 带 绳 围 画 曲 成 红 线,画、种、篇、平、霞,画 种 篇 平 霞 丛 斓 的 高 杆,2,画、高,0.2
840,采菊篇,菊花,南朝梁,"梁简文帝萧纲，尝自称""七岁有诗癖，长而不倦”，主张""文章且须放荡。(《诫当阳公大","精、""、都、治、轻","精 "" 都 治 轻 尝 诫 珠 丽 日",叶、京、指、的、着,叶 京 指 的 着 向 本 之 丽 治,2,丽、治,0.2
899,南乡子,菊花,宋,满园菊花盛开，使词人情怀振作，豪兴大发，立即偕同友人“携壶上翠微”。这里，以景语,-、怨、微、携、枝,- 怨 微 携 枝 空 语 日 萧 响,友、来、词、节、诗,友 来 词 节 诗 味 偕 - 的 叹,1,-,0.1
841,山园草间菊数枝开，席地独酌,菊花,宋,为人们所乐道的菊花，它出现在不同诗人的笔下，便呈现出不同的感情色彩。在本诗中，一,"藉、""、金、枝、小","藉 "" 金 枝 小 长 出 曾 草 篱",写、却、的、花、于,写 却 的 花 于 杯 惜 秋 廷 骨,0,,0.0
837,菊 花,菊花,宋,此诗原以小序代题，云：“陶渊明云：‘三径就荒，松菊犹存。(按：见《归去来兮辞》),兮、端、纪、坠、以,兮 端 纪 坠 以 配 操 拟 寒 餐,德、的、就、籍、转,德 的 就 籍 转 文 效 接 诗 锋,0,,0.0
843,万年厉员外宅赏残菊,菊花,唐,"重阳节，正是菊花盛开之时，孟浩然有“待到重阳日，还来就菊花""(《过故人庄>)的名",将、经、重、晚、惋,将 经 重 晚 惋 销 即 过 怜 色,从、故、于、减、的,从 故 于 减 的 霜 女 写 > 暮,0,,0.0
847,八月二十八日子容过对菊,菊花,明,沈德符<万历野获编>载有一首<四喜>诗，谓：“久旱逢甘雨，他乡遇故知，洞房花烛夜,便、喜、联、四、多,便 喜 联 四 多 应 军 怜 则 共,倒、樽、放、的、着,倒 樽 放 的 着 席 夜 中 友 盛,0,,0.0
835,舟上采菊,菊花,宋,波平如镜，水流无声，空中冷月将银辉慷慨地洒向水面。月明，水静，风轻，舟孤，作品开,若、演、漾、便、采,若 演 漾 便 采 分 容 貌 共 下,貌、>、的、诗、免,貌 > 的 诗 免 洒 地 本 河 品,1,貌,0.1
898,鹪鸪天,菊花,宋,"高濂《遵生八笺·燕闲清赏笺》，将桃花菊列为“菊之名品""。以其艳若桃花，为历代人们","解、""、重、红、喜","解 "" 重 红 喜 种 闲 色 见 咏",的、解、流、但、之,的 解 流 但 之 于 便 人 菊 古,1,解,0.1
834,饮 酒（其五）,菊花,晋,此还有真意， 欲辨已忘言。 本诗开头称“结庐在人境”，按照一般人写法，接下来便是,偏、静、言、>、酌,偏 静 言 > 酌 避 此 平 给 忘,的、他、静、恬、象,的 他 静 恬 象 来 是 闻 转 睹,1,静,0.1
833,和郭主簿二首(其二),菊花,晋,本篇写秋景肃杀，却从春雨和润写起，春、秋对比，见出节令变化之速。“和泽”谓雨水调,周、-、逸、游、开,周 - 逸 游 开 和 陵 泽 冠 岑,耀、于、高、振、青,耀 于 高 振 青 之 的 集 轟 美,0,,0.0
900,小桃红,菊花,清,小桃红菊花，以菊色似桃红而得名。作者又特意选取{小桃红>词牌与之关合，调名与题目,调、天、美、相、照,调 天 美 相 照 源 猩 颂 词 便,篇、片、魁、的、他,篇 片 魁 的 他 了 照 番 认 之,1,照,0.1
895,阮郎归,菊花,清,此花开后更无花，问谁偏爱些？忆从九日伴陶家，诗人今尚夸。 堪酿酒，佐烹茶，餐英古,-、杀、尚、片、留,- 杀 尚 片 留 中 弘 至 意 此,赞、儿、词、忆、之,赞 儿 词 忆 之 很 回 的 所 用,0,,0.0
897,鹧鸪天,菊花,宋,秋菊带雾含霜冲晓寒而怒放的画面，本词以“破晓寒”展现，首句便奇崛警拔，出语不凡。,秋、干、把、而、簪,秋 干 把 而 簪 效 破 寒 便 加,友、的、写、秋、菊,友 的 写 秋 菊 健 赏 于 片 他,1,秋,0.1
896,卖花声,菊花,清,这首咏菊词的小序，大致点明了词的作意。当时，人们普遍喜爱的是色彩绚烂(纷红骇绿，,"""、犀、尾、纷、东",""" 犀 尾 纷 东 西 貌 青 同 挥",为、尾、菊、之、刻,为 尾 菊 之 刻 貌 引 每 犀 的,3,犀、貌、尾,0.3
943,如梦令,野菊,宋,这首小词，一开始便写出野菊的超逸情态。野菊为多年生草本，茎直立，高约三尺。以“亭,便、反、东、采、放,便 反 东 采 放 孤 显 仍 否 含,菊、显、采、它、首,菊 显 采 它 首 的 潢 力 但 篱,2,显、采,0.2
938,野菊座主闲闲公命作,野菊,金,陶渊明曾满手把菊，痛饮菊丛，这给“殿岁夺春华”的秋菊平添了一段佳话。渊明为浔阳柴,横、教、荒、共、断,横 教 荒 共 断 争 畦 也 藉 便,去、的、沉、象、写,去 的 沉 象 写 感 态 于 曾 诗,0,,0.0
939,野菊再奉座主闲闲公命作,野菊,金,本作意在赋菊，却不拘泥于菊，开头便荡开笔势，真实地描绘出万木凋零、平野草枯的暮秋,却、兮、遇、独、晚,却 兮 遇 独 晚 餐 出 坠 故 状,触、的、于、荒、象,触 的 于 荒 象 隐 菊 兮 野 笔,1,兮,0.1
934,叹庭前甘菊花,甘菊,唐,，杜甫诗中以专题咏花，这首诗可以说是最早的一首。前此，杜集中的写景之作，只是把花,日、集、庭、仕、异,日 集 庭 仕 异 诗 悲 犹 未 专,感、云、咏、共、易,感 云 咏 共 易 抒 写 却 之 的,0,,0.0
933,咏甘菊,甘菊,宋,杭州古属越国之地。越山，指杭州一带的山。晚唐释处默在(圣果寺>诗中写道：“到江吴,细、晚、多、隔、到,细 晚 多 隔 到 谤 肌 愈 触 处,之、显、所、些、甘,之 显 所 些 甘 从 > 的 于 菊,0,,0.0
932,酷相思,木芙蓉,清,“--簇花光楼角倚”。劈头句，描绘出一幅木芙蓉盛开的景象。楼旁一角，木芙蓉正在开,倚、正、帶、递、渐,倚 正 帶 递 渐 落 簇 先 角 酣,的、切、都、拟、倚,的 切 都 拟 倚 劈 说 递 沓 幅,2,递、倚,0.2
905,茶轩为陈惟寅赋,雁来红,明,道衍是明初的著名僧人，即明成祖朱棣的心腹谋臣姚广孝。此诗系为其友陈汝秩(字惟寅),秩、道、几、衍、树,秩 道 几 衍 树 从 汝 观 理 待,叶、从、的、凛、诗,叶 从 的 凛 诗 僧 衍 王 某 树,3,衍、树、从,0.3
906,茶轩为陈惟寅赋,雁来红,宋,神宗初年，苏轼任殿中丞直史馆判官告院，两次上书批评新法，熙宁四年（1071)，有,辙、恨、干、联、共,辙 恨 干 联 共 序 日 健 守 颇,"之、叶、切、,、子","之 叶 切 , 子 生 于 引 开 厚",0,,0.0
909,邵伯梵行寺山茶,山茶,宋,这是诗人游览江都县北邵伯镇的梵行寺时写下的记游之作。游庙逛寺的人或烧香礼佛、或求,逛、至、栽、把、到,逛 至 栽 把 到 都 游 阿 或 无,雅、火、明、爱、尤,雅 火 明 爱 尤 切 于 种 的 地,0,,0.0
915,木兰花慢,山茶花,清,山茶花是·种名贵花卉。我国以云南茶花最著名。山茶花有多种颜色，本篇写的是红山茶花,爱、权、虬、谱、第,爱 权 虬 谱 第 重 笑 枝 认 -,地、篇、叶、云、重,地 篇 叶 云 重 爱 形 卉 的 蔚,2,爱、重,0.2
917,王伯扬所藏赵昌芙蓉,木芙蓉,宋,这是一首题画诗。苏轼曾有一首七绝咏过木芙蓉：“千林扫作--番黄，只有芙蓉独自芳。,"""、宜、书、清、拒",""" 宜 书 清 拒 番 霜 拂 昌 称",的、强、拒、从、严,的 强 拒 从 严 为 赵 等 好 潦,1,拒,0.1
919,芙蓉,木芙蓉,明,“芙蓉”就是长满了木芙蓉的水边。沂pān，同泮，水涯。这首五言律诗，以咏木芙蓉写,"""、同、花、傲、照",""" 同 花 傲 照 独 拒 霜 偏 摇",象、之、照、咏、莲,象 之 照 咏 莲 晰 花 的 正 而,2,照、花,0.2
925,芙 蓉,木芙蓉,宋,“年年岁岁花相似，岁岁年年人不同”，这是唐代诗人刘希夷的名句。因花而感叹人生，这,"""、聊、照、憔、闲",""" 聊 照 憔 闲 真 因 更 成 红",红、满、却、慨、翁,红 满 却 慨 翁 明 法 照 之 体,2,照、红,0.2
931,婆罗门引,木芙蓉,宋,陈藏一《话腴>:“赵昂总管始肆业临安府学，因无聊赖，遂脱儒冠从禁弁，升御前应对。,意、诏、构、等、抢,意 诏 构 等 抢 缀 弁 春 呈 拒,的、词、名、用、因,的 词 名 用 因 赵 长 习 > 之,0,,0.0
937,野菊,野菊,唐,《野菊》这首七律就是诗人的藉菊喻人以抒发他的忧愁和怨愤的力作。既典型地描绘了处于,坞、椒、律、涧、-,坞 椒 律 涧 - 于 底 联 低 寸,菊、园、明、愤、写,菊 园 明 愤 写 的 凉 他 诗 低,1,低,0.1
926,窗前木芙蓉,木芙蓉,宋,窗前一枝木芙蓉破寒而放，引起了诗人无限的感慨。诗人作客异地，心情悲酸，望着窗外的,拒、怨、酸、此、得,"拒 怨 酸 此 得 当 "" 更 悲 神",叶、似、此、诗、明,叶 似 此 诗 明 奋 的 命 后 可,1,此,0.1
954,题红梅,红梅,明,和尚访问西湖处士林和靖遗址，由梅树之稀疏顿生吊古伤今之叹，遂命笔成此七绝一首。 ,"合、'、""、望、本","合 ' "" 望 本 和 旗 藓 帘 尚",的、家、从、雪、苔,的 家 从 雪 苔 于 云 德 诗 藓,1,藓,0.1
960,定风波,红梅,宋,苏轼贬官黄州期间，曾写过《红梅>一律。其诗云：“怕愁贪睡独开迟，自恐冰容不入时。,独、老、贪、层、迟,独 老 贪 层 迟 敷 脸 姿 慵 容,雅、她、之、的、说,雅 她 之 的 说 入 红 原 观 放,0,,0.0
959,小重山,红梅,宋,这是姜白石留居潭州(在今之湖南长沙--带)期间歌咏红梅的一首佳作。词分上下两片。,新、带、篇、鸟、度,新 带 篇 鸟 度 事 蒙 西 即 思,写、篇、的、密、恋,写 篇 的 密 恋 綰 之 离 梅 隐,1,篇,0.1
956,留春 令,红梅,宋,高观国，字宾王，号竹屋。山阴(今浙江绍兴)人。著《竹屋痴语》一卷。《云韶集》认为,堕、词、赠、香、痴,堕 词 赠 香 痴 馆 消 娃 吹 独,之、酒、于、风、的,之 酒 于 风 的 所 越 堕 馆 除,2,馆、堕,0.2
957,玉楼春,红梅,宋,毛滂，字泽民，北宋江山(今属浙江)人。清人陈廷焯以为其词“意境不深，间有雅调”。,"""、元、伫、端、淡",""" 元 伫 端 淡 毛 词 妒 层 晕",试、词、关、和、答,试 词 关 和 答 妒 篇 妆 她 层,3,词、妒、层,0.3
944,红 梅,红梅,宋,这是全诗基调，又是全诗题旨。面对如此名花，面对如此风月良宵，风雅的主人别具怀抱，,度、晓、于、塞、绛,度 晓 于 塞 绛 止 听 洗 钞 映,刻、之、调、诗、她,刻 之 调 诗 她 般 亮 的 他 在,0,,0.0
945,岭上红梅,红梅,宋,岭，指大庾岭，为粵赣之分野。古又有台岭、东峤等称。汉武帝时，传有将军姓庾者曾于岭,"台、""、梅、峤、日","台 "" 梅 峤 日 足 > 庾 岭 幽",从、台、之、>、城,从 台 之 > 城 化 峤 的 后 大,3,>、台、峤,0.3
946,红 梅,红梅,宋,梅尧臣这首五言律诗，自溪畔梅花写起，中经一番描叙，最后落到自己所要表达的意愿上，,层、接、邻、舍、杂,层 接 邻 舍 杂 樱 写 曲 同 说,她、他、篇、野、之,她 他 篇 野 之 近 希 联 櫻 的,0,,0.0
947,红 梅,红梅,宋,苏轼这首诗咏的是红梅，而-般咏梅诗大多是咏白梅，因为白色的梅花象征高洁不俗，红梅,认、-、已、替、无,认 - 已 替 无 本 寒 即 般 心,气、些、说、叶、哲,气 些 说 叶 哲 很 的 之 酒 把,0,,0.0
958,蝶恋花,红梅,宋,真德秀(1178一1235)，初字景元，旋易字景希。南宋浦城(今福建之县) 人。,言、层、-、吐、误,言 层 - 吐 误 种 类 半 近 片,叶、的、之、秀、言,叶 的 之 秀 言 误 近 开 词 典,3,近、误、言,0.3
949,红 梅,红梅,明,清初钱谦益《列朝诗集小传》称黄肃“字子邕，新城人。元季官礼部主事，自北平来见，上,隐、秀、至、上、日,隐 秀 至 上 日 词 情 口 借 在,肃、写、故、许、溢,肃 写 故 许 溢 和 口 落 隐 几,2,隐、口,0.2
951,红梅四首(其一),红梅,元,王冕此诗第一首山眼前梅花联想到罗浮山梅，诗篇即围绕罗浮山梅而展开。罗浮山纵横二百,观、窗、紫、吻、苔,观 窗 紫 吻 苔 径 般 啄 指 之,指、的、梦、自、非,指 的 梦 自 非 篇 增 尺 观 用,2,指、观,0.2
948,红 梅,红梅,宋,清人钱泳言：“咏物诗最难工，太切题则粘皮带骨，不切题则捕风捉影，须在不即不离之间,"""、题、即、切、非",""" 题 即 切 非 绝 太 潮 输 冲",脸、朝、透、明、并,脸 朝 透 明 并 的 他 咏 诗 从,0,,0.0
955,种红梅一株于竹下赋此,红梅,清,这首咏梅之作，词采清丽，构思风趣而奇特。毕竟是龚定庵之作，出手不凡。本来不怕严寒,棱、静、龙、状、:,棱 静 龙 状 : 筍 袅 名 碧 写,貌、从、地、活、的,貌 从 地 活 的 梅 转 文 之 写,1,写,0.1
953,题延平刘郎中廷信所藏红梅,红梅,明,诗题中的“延平”系明代地方行政机构——府的名称，治南平，即今之福建南平市。郎中，,滨、忌、浅、花、艳,滨 忌 浅 花 艳 妒 梅 郎 如 司,之、力、府、郎、浅,之 力 府 郎 浅 于 的 互 要 调,2,郎、浅,0.2
952,红梅四首(其二),红梅,元,诗人在“西湖处士”家痛饮，喝得酩酊大醉。“西湖处士”原指北宋著名诗人林逋，隐居西,合、断、知、香、种,合 断 知 香 种 穿 中 粉 丛 志,典、的、种、于、余,典 的 种 于 余 暗 蝶 > 在 冕,1,种,0.1
974,水 仙,水仙花,明,文征明的这首咏水仙诗不同于一般人写水仙，他用一段凄艳的故事来勾画水仙的多情与哀伤,斑、殉、伤、祠、侵,斑 殉 伤 祠 侵 尽 妃 微 投 之,的、舜、酷、古、咏,的 舜 酷 古 咏 于 契 花 丽 诗,0,,0.0
999,西江月,瑞香,宋,这首词是东坡在杭州知州任上时的作品。当时福州路转运判官曹辅权(字子方)回京过杭，,观、酷、智、异、中,观 酷 智 异 中 词 起 用 那 如,智、观、风、于、系,智 观 风 于 系 之 飘 拂 的 香,2,智、观,0.2
997,咏瑞香,瑞香,宋,诗人以真挚丰富的感情和女子细腻幽深的心理体验，精细刻划了瑞香花的艳姿娇态，表达出,初、著、令、妆、诗,初 著 令 妆 诗 好 蹙 那 带 东,说、气、地、把、写,说 气 地 把 写 的 瑞 她 着 极,0,,0.0
996,瑞香花新开(五首之一),瑞香,宋,瑞香花向有“花中祥瑞”的美称，它色彩艳丽，芳香酷烈，深受赏花人的喜爱。杨万里的这,三、著、索、旋、裁,三 著 索 旋 裁 两 被 森 中 喜,写、叶、笥、裁、之,写 叶 笥 裁 之 把 绫 的 穿 宛,1,裁,0.1
