poet,title,dynasty,poem_raw,text,polarity,pseudo_label,pseudo_label_zh,top_score,score_anger,score_criticize,score_ease,score_faith,score_fear,score_guilt,score_joy,score_like,score_misgive,score_miss,score_peculiar,score_praise,score_sorrow,score_vexed,score_wish
郑谷,寂寞,唐,江郡人稀便是村|踏青天气欲黄昏|春愁不破还成醉|衣上泪痕和酒痕,江郡人稀便是村踏青天气欲黄昏春愁不破还成醉衣上泪痕和酒痕,Implicit Negative,vexed,烦恼苦闷,0.11583465265113833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08453283499486222,0.10384909807107472,0.11583465265113833,0.0
陈师道,谢王立之送花,宋,过雨生泥风作尘|马蹄声里度芳辰|城南居士风流在|时送名花与报春,过雨生泥风作尘马蹄声里度芳辰城南居士风流在时送名花与报春,Implicit Positive,praise,称颂赞美,0.08453283499486222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08453283499486222,0.0,0.0,0.0
范成大,次韵马少伊木犀,宋,密密娇黄侍翠舆|避风遮日小扶疎|画阑想见悬秋晚|无限宫香总不如,密密娇黄侍翠舆避风遮日小扶疎画阑想见悬秋晚无限宫香总不如,Neutral,faith,坚定信念,0.13347832467375914,0.0,0.0,0.0,0.13347832467375914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08453283499486222,0.0,0.0,0.0
郑谷,兴州江馆,唐,向蜀还秦计未成|寒蛩一夜绕床鸣|愁眠不稳孤灯尽|坐听嘉陵江水声,向蜀还秦计未成寒蛩一夜绕床鸣愁眠不稳孤灯尽坐听嘉陵江水声,Implicit Negative,vexed,烦恼苦闷,0.11583465265113833,0.0,0.08885849940067135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11583465265113833,0.0
文天祥,赠南安黄梅峰,宋,清浅风流圣得知|黄昏归鹤月来时|岭头更有高寒处|却是江南第一枝,清浅风流圣得知黄昏归鹤月来时岭头更有高寒处却是江南第一枝,Implicit Positive,praise,称颂赞美,0.16906566998972444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16906566998972444,0.0,0.0,0.0
刘宰,赠沈术士号金腰带,宋,万钉宝带诚堪羡|七字成诗喜欲狂|世事浮华有真趣|赠君一笑作行囊,万钉宝带诚堪羡七字成诗喜欲狂世事浮华有真趣赠君一笑作行囊,Positive,joy,欢乐喜悦,0.10994572281936191,0.0,0.08885849940067135,0.0,0.0,0.0,0.0,0.10994572281936191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
陆游,示儿,宋,死去元知万事空|但悲不见九州同|王师北定中原日|家祭无忘告乃翁,死去元知万事空但悲不见九州同王师北定中原日家祭无忘告乃翁,Negative,sorrow,悲伤哀痛,0.20769819614214943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20769819614214943,0.0,0.0
元好问,自题中州集后五首,元,文章得失寸心知|千古朱弦属子期|爱杀溪南辛老子|相从何止十年迟,文章得失寸心知千古朱弦属子期爱杀溪南辛老子相从何止十年迟,Neutral,faith,坚定信念,0.13347832467375914,0.0,0.08885849940067135,0.0,0.13347832467375914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
宋祁,阅古堂,宋,堂皇对岑蔚|欢酌坐怡然|蟹美持螯日|鲂甘抑鲊天,堂皇对岑蔚欢酌坐怡然蟹美持螯日鲂甘抑鲊天,Positive,joy,欢乐喜悦,0.21989144563872381,0.0,0.0,0.0,0.0,0.0,0.0,0.21989144563872381,0.0,0.0,0.0,0.0,0.08453283499486222,0.0,0.0,0.0
陶安,奉赓御制诗韵三首送茅山宗师,明,烛龙飞出晓山巅|草木欣欣总畅然|洞里白云閒已乆|又随玄鹤上瑶天,烛龙飞出晓山巅草木欣欣总畅然洞里白云閒已乆又随玄鹤上瑶天,Implicit Positive,praise,称颂赞美,0.08453283499486222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08453283499486222,0.0,0.0,0.0
杨万里,皇恐滩三首,宋,只愁江水去无还|石打银涛倒上滩|道是此滩天下恶|古今放过几樯竿,只愁江水去无还石打银涛倒上滩道是此滩天下恶古今放过几樯竿,Implicit Negative,vexed,烦恼苦闷,0.11583465265113833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11583465265113833,0.0
王绂,送大学士黄静庵先生拜封归永嘉,明,纶音褒美拜恩归|父子同荣世所稀|不但到家人共喜|旧时泉石总生辉,纶音褒美拜恩归父子同荣世所稀不但到家人共喜旧时泉石总生辉,Implicit Positive,praise,称颂赞美,0.16906566998972444,0.0,0.0,0.0,0.0,0.0,0.0,0.10994572281936191,0.0,0.0,0.0,0.0,0.16906566998972444,0.0,0.0,0.0
吴融,送杜鹃花,唐,春红始谢又秋红|息国亡来入楚宫|应是蜀冤啼不尽|更凭颜色诉西风,春红始谢又秋红息国亡来入楚宫应是蜀冤啼不尽更凭颜色诉西风,Implicit Negative,sorrow,悲伤哀痛,0.10384909807107472,0.0,0.08885849940067135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10384909807107472,0.0,0.0
韦庄,题李斯传,唐,蜀魄湘魂万古悲|未悲秦相死秦时|临刑莫恨仓中鼠|上蔡东门去自迟,蜀魄湘魂万古悲未悲秦相死秦时临刑莫恨仓中鼠上蔡东门去自迟,Implicit Negative,sorrow,悲伤哀痛,0.10384909807107472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10384909807107472,0.0,0.0
苏辙,雪中会孙洙舍人饮王氏西堂戏成三绝,宋,南国高人真巨源|华堂邂逅接清樽|十年一见都如梦|莫怪终宵语笑喧,南国高人真巨源华堂邂逅接清樽十年一见都如梦莫怪终宵语笑喧,Implicit Positive,praise,称颂赞美,0.16906566998972444,0.0,0.0,0.0,0.0,0.0,0.0,0.10994572281936191,0.0,0.0,0.0,0.0,0.16906566998972444,0.10384909807107472,0.0,0.0
彭汝砺,游真州东园惜其将废运使兵部子正近止因寄小诗,宋,公才酬酢有馀闲|六路从容指顾间|仁泽但令民共乐|不妨清赏遍江山,公才酬酢有馀闲六路从容指顾间仁泽但令民共乐不妨清赏遍江山,Implicit Positive,ease,平和安适,0.13145215979284927,0.0,0.0,0.13145215979284927,0.0,0.0,0.0,0.10994572281936191,0.0,0.0,0.0,0.0,0.08453283499486222,0.0,0.0,0.0
杜牧,途中一绝,唐,镜中丝发悲来惯|衣上尘痕拂渐难|惆怅江湖钓竿手|却遮西日向长安,镜中丝发悲来惯衣上尘痕拂渐难惆怅江湖钓竿手却遮西日向长安,Implicit Negative,vexed,烦恼苦闷,0.11583465265113833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10384909807107472,0.11583465265113833,0.0
陆游,新津小宴之明日欲逰修觉寺以雨不果呈范舍人二首,宋,风雨长亭话别离|忍看清涙湿燕脂|酒光摇荡歌云暖|不似西楼夜宴时,风雨长亭话别离忍看清涙湿燕脂酒光摇荡歌云暖不似西楼夜宴时,Implicit Negative,sorrow,悲伤哀痛,0.10384909807107472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10384909807107472,0.0,0.0
陈为,曹仁宪谨荣寿七言截句,淸,耆英胜会庆休祥|共祝三多介寿觞|帝德天休同眷顾|年年歌咏九如章,耆英胜会庆休祥共祝三多介寿觞帝德天休同眷顾年年歌咏九如章,Implicit Positive,like,喜爱欣赏,0.11350001355835748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11350001355835748,0.0,0.0,0.0,0.0,0.0,0.0,0.0
常纪,新都县吊杨升庵先生,淸,谪后疏狂祗自怜|淋漓醉墨染蛮烟|胸中血泪犹千斛|风景谁云裂老颠,谪后疏狂祗自怜淋漓醉墨染蛮烟胸中血泪犹千斛风景谁云裂老颠,Negative,sorrow,悲伤哀痛,0.20769819614214943,0.0,0.0,0.0,0.0,0.0,0.0,0.10994572281936191,0.0,0.0,0.0,0.0,0.0,0.20769819614214943,0.0,0.0
张孝祥,题西湖可赋轩,宋,风光猎猎上乌巾|不那西湖烂熳春|借我绳床对脩竹|为君一洗软红尘,风光猎猎上乌巾不那西湖烂熳春借我绳床对脩竹为君一洗软红尘,Implicit Positive,like,喜爱欣赏,0.11350001355835748,0.0,0.0,0.0,0.0,0.0,0.0,0.10994572281936191,0.11350001355835748,0.0,0.0,0.0,0.0,0.0,0.0,0.0
李之仪,再和观画三首,宋,扫除不尽自无痕|底事狂缘尚有根|几日宁宁图画里|祇缘归思在江村,扫除不尽自无痕底事狂缘尚有根几日宁宁图画里祇缘归思在江村,Implicit Negative,sorrow,悲伤哀痛,0.10384909807107472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08453283499486222,0.10384909807107472,0.0,0.0
许家惺,吊黄花冈限阳香场韵（三首）,近现代,大招今日赋巫阳|岭海犹飘晚节香|惆怅黄花冈下过|几人洒涕吊沙场,大招今日赋巫阳岭海犹飘晚节香惆怅黄花冈下过几人洒涕吊沙场,Implicit Negative,vexed,烦恼苦闷,0.11583465265113833,0.0,0.08885849940067135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08453283499486222,0.0,0.11583465265113833,0.0
汪应辰,太上皇帝閤端午帖子词,宋,年年时节近天申|喜气欢声逐日新|请祝圣人如一口|定知德寿万年春,年年时节近天申喜气欢声逐日新请祝圣人如一口定知德寿万年春,Positive,joy,欢乐喜悦,0.43978289127744763,0.0,0.0,0.0,0.0,0.0,0.0,0.43978289127744763,0.0,0.0,0.0,0.0,0.2535985049845867,0.0,0.0,0.0
张耒,西园风雨杂花谢,宋,楚泽春残雨又风|啼莺芳草思无穷|芜菁满地黄金烂|不及蔷薇一点红,楚泽春残雨又风啼莺芳草思无穷芜菁满地黄金烂不及蔷薇一点红,Positive,praise,称颂赞美,0.16906566998972444,0.0,0.08885849940067135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16906566998972444,0.0,0.0,0.0
曾巩,酬柳国博,宋,行止恂恂众所褒|东南佳誉映时髦|洞无畦畛心常坦|凛若冰霜节最高,行止恂恂众所褒东南佳誉映时髦洞无畦畛心常坦凛若冰霜节最高,Implicit Positive,praise,称颂赞美,0.16906566998972444,0.0,0.0,0.0,0.0,0.11844210499474328,0.0,0.0,0.0,0.0,0.0,0.0,0.16906566998972444,0.0,0.0,0.0
陆游,偶得双鲫二首,宋,酒兴森然不可回|重阳未到菊先开|一双鱍剌明吾眼|催唤厨人斫鲙来,酒兴森然不可回重阳未到菊先开一双鱍剌明吾眼催唤厨人斫鲙来,Implicit Positive,faith,坚定信念,0.13347832467375914,0.0,0.0,0.0,0.13347832467375914,0.11844210499474328,0.0,0.0,0.0,0.0,0.0,0.0,0.08453283499486222,0.0,0.0,0.0
苏轼,刘监仓家煎米粉作饼子余云为甚酥潘邠老家造逡巡酒余饮之云莫作醋错著水来否？后数日携家饮郊外因作小诗戏刘公求之二首,宋,一杯连坐两髯棋|数片深红入座飞|十分潋滟君休赤|且看桃花好面皮,一杯连坐两髯棋数片深红入座飞十分潋滟君休赤且看桃花好面皮,Implicit Positive,like,喜爱欣赏,0.11350001355835748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11350001355835748,0.0,0.0,0.0,0.0,0.0,0.0,0.0
苏轼,回先生过湖州东林沈氏饮醉以石榴皮书其家东老庵之壁云：「西邻已富忧不足东老虽贫乐有馀白酒酿来因好客黄金散尽为收书」西蜀和仲闻而次其韵三首东老沈氏之老自谓也湖人因以名之其子偕作诗有可观者,宋,凄凉雨露三年后|仿佛尘埃数字馀|至用榴皮缘底事|中书君岂不中书,凄凉雨露三年后仿佛尘埃数字馀至用榴皮缘底事中书君岂不中书,Implicit Negative,sorrow,悲伤哀痛,0.20769819614214943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20769819614214943,0.0,0.0
王安石,朱朝议移法云兰,宋,幽兰有佳气|千载閟山阿|不出阿兰若|岂遭乾闼婆,幽兰有佳气千载閟山阿不出阿兰若岂遭乾闼婆,Neutral,misgive,忧虑疑惑,0.1729696904450771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1729696904450771,0.0,0.0,0.08453283499486222,0.0,0.0,0.0
陈宓,县圃栀子花三重生简潘君,宋,疎花早不奈香何|三叠琼葩底用多|最是动人情意处|黄梅已老未逢荷,疎花早不奈香何三叠琼葩底用多最是动人情意处黄梅已老未逢荷,Implicit Positive,like,喜爱欣赏,0.22700002711671496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22700002711671496,0.0,0.0,0.0,0.08453283499486222,0.0,0.0,0.0
张耒,漫成三首,宋,容易得愁即不去|苦教春物唤愁生|遣愁饮酒大拙计|遣谁蹙眉为慢声,容易得愁即不去苦教春物唤愁生遣愁饮酒大拙计遣谁蹙眉为慢声,Implicit Negative,vexed,烦恼苦闷,0.347503957953415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2535985049845867,0.0,0.347503957953415,0.0
明本,双髻峰有怀,元,双髻云深古道危|不来夜半叩柴扉|六年底事成遗恨|寂寞空山啼子规,双髻云深古道危不来夜半叩柴扉六年底事成遗恨寂寞空山啼子规,Implicit Negative,vexed,烦恼苦闷,0.11583465265113833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10384909807107472,0.11583465265113833,0.0
陆游,寺楼月夜醉中戏作三首,宋,水精盏映碧琳腴|月下泠泠看似无|此酒定从何处得|判知不是文君垆,水精盏映碧琳腴月下泠泠看似无此酒定从何处得判知不是文君垆,Neutral,misgive,忧虑疑惑,0.1729696904450771,0.0,0.0,0.0,0.0,0.0,0.0,0.10994572281936191,0.0,0.1729696904450771,0.0,0.0,0.0,0.0,0.0,0.0
王仲修,宫词,宋,太平无事似熙丰|天乐声和下帝宫|禽鸟也能知乐事|宫莺娇醉弄春风,太平无事似熙丰天乐声和下帝宫禽鸟也能知乐事宫莺娇醉弄春风,Positive,joy,欢乐喜悦,0.43978289127744763,0.0,0.0,0.13145215979284927,0.0,0.0,0.0,0.43978289127744763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
刘克庄,读本朝事有感十首,宋,未谏瑶华世未知|故人已讶道乡迟|退之著论差伤早|不待阳城伏閤时,未谏瑶华世未知故人已讶道乡迟退之著论差伤早不待阳城伏閤时,Implicit Negative,criticize,批判指责,0.08885849940067135,0.0,0.08885849940067135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
王冕,梅花十五首,明,冷艳凝轻露|清香度晚风|如何冰玉质|却学小桃红,冷艳凝轻露清香度晚风如何冰玉质却学小桃红,Implicit Positive,praise,称颂赞美,0.16906566998972444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16906566998972444,0.0,0.0,0.0
范仲淹,送鄞江窦尉,宋,片帆飞去若轻鸿|一霎春潮过浙东|王谢江山久萧索|子真今为起清风,片帆飞去若轻鸿一霎春潮过浙东王谢江山久萧索子真今为起清风,Implicit Positive,praise,称颂赞美,0.16906566998972444,0.0,0.08885849940067135,0.0,0.0,0.0,0.0,0.10994572281936191,0.0,0.0,0.0,0.0,0.16906566998972444,0.0,0.0,0.0
王安石,乌江亭,宋,百战疲劳壮士哀|中原一败势难回|江东子弟今虽在|肯与君王卷土来,百战疲劳壮士哀中原一败势难回江东子弟今虽在肯与君王卷土来,Implicit Negative,vexed,烦恼苦闷,0.11583465265113833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08453283499486222,0.10384909807107472,0.11583465265113833,0.0
赵崇嶓,幽斋,宋,幽斋宜清复宜温|高卧腾腾百不闻|赢得神安无梦事|从教黄叶夜纷纷,幽斋宜清复宜温高卧腾腾百不闻赢得神安无梦事从教黄叶夜纷纷,Implicit Positive,praise,称颂赞美,0.16906566998972444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16906566998972444,0.0,0.0,0.0
白居易,乱后过流沟寺,唐,九月徐州新战后|悲风杀气满山河|唯有流沟山下寺|门前依旧白云多,九月徐州新战后悲风杀气满山河唯有流沟山下寺门前依旧白云多,Implicit Negative,anger,愤怒不平,0.15084420062289414,0.15084420062289414,0.0,0.13145215979284927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10384909807107472,0.0,0.0
寇准,舂陵闻雁,宋,萧萧疏叶下长亭|云淡秋空一雁经|惟有北人偏怅望|孤城独上倚楼听,萧萧疏叶下长亭云淡秋空一雁经惟有北人偏怅望孤城独上倚楼听,Implicit Negative,sorrow,悲伤哀痛,0.10384909807107472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10384909807107472,0.0,0.0
王安石,三品石,宋,草没苔侵弃道周|误恩三品竟何酬|国亡今日顽无耻|似为当年不与谋,草没苔侵弃道周误恩三品竟何酬国亡今日顽无耻似为当年不与谋,Implicit Negative,criticize,批判指责,0.08885849940067135,0.0,0.08885849940067135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
司马光,初夏独游南园二首,宋,桃李都无日|梧桐半死身|那堪衰病意|更作独游人,桃李都无日梧桐半死身那堪衰病意更作独游人,Negative,sorrow,悲伤哀痛,0.10384909807107472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08453283499486222,0.10384909807107472,0.0,0.0
胡宿,皇帝閤端午帖子,宋,商管微阴动|良辰午正端|三光扶圣寿|亿载奉皇欢,商管微阴动良辰午正端三光扶圣寿亿载奉皇欢,Positive,joy,欢乐喜悦,0.10994572281936191,0.0,0.0,0.0,0.0,0.0,0.0,0.10994572281936191,0.0,0.0,0.0,0.0,0.08453283499486222,0.0,0.0,0.0
王安石,荷花,宋,亭亭风露拥川坻|天放娇娆岂自知|一舸超然他日事|故应将尔当西施,亭亭风露拥川坻天放娇娆岂自知一舸超然他日事故应将尔当西施,Implicit Positive,praise,称颂赞美,0.2535985049845867,0.0,0.08885849940067135,0.13145215979284927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2535985049845867,0.0,0.0,0.0
张耒,徐园閒步二首,宋,动地春风晚未休|吹花折柳却成愁|尘埃不用频车马|独卧氍毹正拥裘,动地春风晚未休吹花折柳却成愁尘埃不用频车马独卧氍毹正拥裘,Implicit Negative,vexed,烦恼苦闷,0.11583465265113833,0.0,0.0,0.0,0.0,0.0,0.0,0.10994572281936191,0.0,0.0,0.0,0.0,0.0,0.0,0.11583465265113833,0.0
龙辅,答外,宋,君信问平安|闺中差可欢|竹佳连露倚|云好下阶看,君信问平安闺中差可欢竹佳连露倚云好下阶看,Positive,ease,平和安适,0.13145215979284927,0.0,0.0,0.13145215979284927,0.0,0.0,0.0,0.10994572281936191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
王松,感作,淸,暮云惨淡正愁侬|有酒难浇块垒胸|迂拙深时招世谤|是非多处结交慵,暮云惨淡正愁侬有酒难浇块垒胸迂拙深时招世谤是非多处结交慵,Negative,vexed,烦恼苦闷,0.11583465265113833,0.0,0.08885849940067135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10384909807107472,0.11583465265113833,0.0
丘逢甲,王姑庵绝句十六首,淸,瘦石零花半塔欹|萧条香蜕葬江湄|尚书老死遗民尽|谁署天潢小裔碑,瘦石零花半塔欹萧条香蜕葬江湄尚书老死遗民尽谁署天潢小裔碑,Implicit Negative,sorrow,悲伤哀痛,0.20769819614214943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20769819614214943,0.0,0.0
白居易,奉酬李相公见示绝句,唐,碧油幢下捧新诗|荣贱虽殊共一悲|涕泪满襟君莫怪|甘泉侍从最多时,碧油幢下捧新诗荣贱虽殊共一悲涕泪满襟君莫怪甘泉侍从最多时,Negative,sorrow,悲伤哀痛,0.10384909807107472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08453283499486222,0.10384909807107472,0.0,0.0
范成大,清音堂与赵德庄太常小饮在馀干琵琶洲傍洲以形似得名,宋,曲浦弯环绕县青|一杯閒客两飘零|琵琶不语苍烟暮|山水清音著意听,曲浦弯环绕县青一杯閒客两飘零琵琶不语苍烟暮山水清音著意听,Implicit Negative,sorrow,悲伤哀痛,0.10384909807107472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10384909807107472,0.0,0.0
苏辙,舟中风雪五绝,宋,北风吹雪密还稀|雪势渐多风力微|孤棹独依银世界|山川路绝欲安归,北风吹雪密还稀雪势渐多风力微孤棹独依银世界山川路绝欲安归,Implicit Negative,sorrow,悲伤哀痛,0.10384909807107472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10384909807107472,0.0,0.0
文天祥,镇江之战第十八,宋,海胡舶千艘|肉食三十万|江平不肯流|到今有遗恨,海胡舶千艘肉食三十万江平不肯流到今有遗恨,Implicit Negative,misgive,忧虑疑惑,0.1729696904450771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1729696904450771,0.0,0.0,0.0,0.0,0.11583465265113833,0.0
薛青萍,敬读宋剑秋老先生为拙稿怀母诗所撰长跋,近现代,宠赐长文阐孝思|当年悲痛此翁知|寻常小别犹难耐|况是终天抱恨时,宠赐长文阐孝思当年悲痛此翁知寻常小别犹难耐况是终天抱恨时,Implicit Negative,sorrow,悲伤哀痛,0.31154729421322414,0.0,0.08885849940067135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08453283499486222,0.31154729421322414,0.11583465265113833,0.0
李商隐,乐游原,唐,向晚意不适|驱车登古原|夕阳无限好|只是近黄昏,向晚意不适驱车登古原夕阳无限好只是近黄昏,Implicit Negative,vexed,烦恼苦闷,0.11583465265113833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08453283499486222,0.0,0.11583465265113833,0.0
汪应辰,太上皇后閤端午帖子词,宋,自然长寿又康宁|德合无疆万物亨|圣主爱亲思尽美|更羞仙术助延生,自然长寿又康宁德合无疆万物亨圣主爱亲思尽美更羞仙术助延生,Positive,praise,称颂赞美,0.16906566998972444,0.0,0.0,0.13145215979284927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16906566998972444,0.0,0.0,0.0
杜牧,山石榴,唐,似火山榴映小山|繁中能薄艳中闲|一朵佳人玉钗上|秪疑烧却翠云鬟,似火山榴映小山繁中能薄艳中闲一朵佳人玉钗上秪疑烧却翠云鬟,Implicit Positive,like,喜爱欣赏,0.11350001355835748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11350001355835748,0.0,0.0,0.0,0.0,0.0,0.0,0.0
司马光,放鹦鹉二首,宋,野性思归久|笼樊今始开|虽知主恩厚|何日肯重来,野性思归久笼樊今始开虽知主恩厚何日肯重来,Implicit Negative,criticize,批判指责,0.1777169988013427,0.0,0.1777169988013427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16906566998972444,0.0,0.0,0.0
王安石,杨德逢送米与法云二老作此诗,宋,卢仝不出憎流俗|我卜郊居避俗憎|仝有邻僧来乞米|我今送米乞邻僧,卢仝不出憎流俗我卜郊居避俗憎仝有邻僧来乞米我今送米乞邻僧,Neutral,misgive,忧虑疑惑,0.1729696904450771,0.0,0.08885849940067135,0.0,0.0,0.0,0.0,0.0,0.0,0.1729696904450771,0.0,0.0,0.0,0.0,0.0,0.0
韦庄,春愁,唐,自有春愁正断魂|不堪芳草思王孙|落花寂寂黄昏雨|深院无人独倚门,自有春愁正断魂不堪芳草思王孙落花寂寂黄昏雨深院无人独倚门,Negative,vexed,烦恼苦闷,0.11583465265113833,0.0,0.08885849940067135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08453283499486222,0.10384909807107472,0.11583465265113833,0.0
刘克庄,三月二日被命祈晴上天竺舟中得六绝句,宋,无尽谈空学|纵横胆似天|如何兜率说|不肯许他禅,无尽谈空学纵横胆似天如何兜率说不肯许他禅,Neutral,misgive,忧虑疑惑,0.1729696904450771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1729696904450771,0.0,0.0,0.16906566998972444,0.0,0.0,0.0
张丽俊,落梅,淸,生成雪貌与冰肤|不受尘埃半点污|太息妒花风雨恶|摧他片片入泥涂,生成雪貌与冰肤不受尘埃半点污太息妒花风雨恶摧他片片入泥涂,Implicit Negative,sorrow,悲伤哀痛,0.10384909807107472,0.0,0.08885849940067135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10384909807107472,0.0,0.0
陆游,独坐绝句二首,宋,蛙鸣乃是怒|鵩啸固非妖|独宿空山夜|何妨伴寂寥,蛙鸣乃是怒鵩啸固非妖独宿空山夜何妨伴寂寥,Implicit Negative,sorrow,悲伤哀痛,0.10384909807107472,0.0,0.08885849940067135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10384909807107472,0.0,0.0
杜牧,宫人冢,唐,尽是离宫院中女|苑墙城外冢累累|少年入内教歌舞|不识君王到老时,尽是离宫院中女苑墙城外冢累累少年入内教歌舞不识君王到老时,Implicit Negative,criticize,批判指责,0.1777169988013427,0.0,0.1777169988013427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
刘长卿,七里滩重送,唐,秋江渺渺水空波|越客孤舟欲榜歌|手折衰杨悲老大|故人零落已无多,秋江渺渺水空波越客孤舟欲榜歌手折衰杨悲老大故人零落已无多,Negative,sorrow,悲伤哀痛,0.31154729421322414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08453283499486222,0.31154729421322414,0.0,0.0
余深,奉和御制禁苑花开社日锡宴秾华阁,宋,蓬壶何幸又重来|湛露浓恩宴喜开|延福宫中听度曲|仙桃花下许传杯,蓬壶何幸又重来湛露浓恩宴喜开延福宫中听度曲仙桃花下许传杯,Implicit Positive,like,喜爱欣赏,0.11350001355835748,0.0,0.0,0.0,0.0,0.0,0.0,0.10994572281936191,0.11350001355835748,0.0,0.0,0.0,0.0,0.0,0.0,0.0
欧阳修,自河北贬滁州初入汴河闻鴈,宋,阳城淀里新来鴈|趁伴南飞逐越船|野岸柳黄霜正白|五更惊破客愁眠,阳城淀里新来鴈趁伴南飞逐越船野岸柳黄霜正白五更惊破客愁眠,Implicit Negative,miss,思念怀念,0.15561139140249397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15561139140249397,0.0,0.0,0.0,0.11583465265113833,0.0
黄庭坚,题小景扇,宋,草色青青柳色黄|桃花零落杏花香|春风不解吹愁却|春日偏能惹恨长,草色青青柳色黄桃花零落杏花香春风不解吹愁却春日偏能惹恨长,Implicit Negative,vexed,烦恼苦闷,0.11583465265113833,0.0,0.0,0.0,0.0,0.0,0.0,0.10994572281936191,0.0,0.0,0.0,0.0,0.0,0.10384909807107472,0.11583465265113833,0.0
