title,poet,dynasty,full_text,true_5class,true_5desc,true_3class,pred_3class,correct,is_implicit
温汤客舍,刘长卿,唐,冬狩温泉岁欲阑宫城佳气晚宜看汤熏仗里千旗暖雪照山边万井寒,4,implicit positive（隐性正面）,positive,positive,True,True
枕上二首,陆游,宋,残灯熠熠露萤明落叶萧萧寒雨声堪笑衰翁睡眠少小诗常向此时成,4,implicit positive（隐性正面）,positive,positive,True,True
再和元礼春怀十首,黄庭坚,宋,抹裙彩凤盘宫锦插鬓真珠络贝多酒恶花愁梦多魇灵砂犀角费频魔,2,implicit negative（隐性负面）,negative,positive,False,True
谢端砚,陈师道,宋,王家旧物羣偷后石出蛮溪百丈深挥翰吾非玉堂手断金君有古人心,3,neutral（中性）,neutral,negative,False,False
梦扬州乐妓和诗,刘禹锡,唐,花作婵娟玉作妆风流争似旧徐娘夜深曲曲湾湾月万里随君一寸肠,2,implicit negative（隐性负面）,negative,positive,False,True
蔡子因相过留踰月,叶梦得,宋,解作江山一月留仲文儒雅更风流欲知爵跃心能喜正爱蝉连语不休,4,implicit positive（隐性正面）,positive,positive,True,True
元祐六年六月自杭州召还汶公馆我于东堂阅旧诗卷次诸公韵三首,苏轼,宋,梦觉还惊屧响廊故人来炷影前香鬓须白尽成何事一帖空存老遂良,2,implicit negative（隐性负面）,negative,positive,False,True
兴国浴室院独坐时儿子湛就试未出,秦观,宋,满城车马没深泥院里安闲总不知儿辈未来钩箔坐长春花上雨如丝,3,neutral（中性）,neutral,positive,False,False
第一百八十二,文天祥,宋,儒冠多误身识字用心苦斯文忧患馀鬰鬰流年度,2,implicit negative（隐性负面）,negative,neutral,False,True
京居暮春感兴二首,贺铸,宋,扰扰奔蹄与疾轮九街寻胜作狂人东风漫送朝来雨可奈长安自古尘,2,implicit negative（隐性负面）,negative,positive,False,True
元宵懐乡二首,董嗣杲,宋,万宇灯辉敛暗尘几年醉赏禁街春良宵独宿双泉寺负了吟风啸月身,2,implicit negative（隐性负面）,negative,positive,False,True
枕上闻雨声,陆游,宋,小雨廉纤不濡土忽闻檐溜喜无穷断知不作西山饿多稼如云在眼中,4,implicit positive（隐性正面）,positive,positive,True,True
书无闷寮,艾性夫,宋,硎谷冬瓜幸未生尚堪松下抱遗经春秋断烂无人读一点寒灯老眼青,2,implicit negative（隐性负面）,negative,neutral,False,True
过陂子径五十馀里乔木蔽天遣闷柒绝句,杨万里,宋,山穷喜见一平川不似林中不识天只出此山灾便散何须更问小行年,4,implicit positive（隐性正面）,positive,positive,True,True
登度雪台下临桃李径,杨万里,宋,桃花夹外李当中三径花开两径红独绕画檐无个事自携团扇扑黄蜂,3,neutral（中性）,neutral,positive,False,False
晓登多稼亭三首,杨万里,宋,尚无池水泛荷香幸有园英照竹窗雪白葵花持玉节柿红萱草立金幢,4,implicit positive（隐性正面）,positive,positive,True,True
皇后閤端午帖子,胡宿,宋,寿觞百福融甘露宝索千祥镂彩云五日永逢佳令节亿年长奉睿明君,5,positive（显性正面）,positive,positive,True,False
闻季叔被召小诗为迓,李洪,宋,郢人比屋庆循良忽捧丝纶雨露香骑竹方迎使君马赐环已趣舍人装,3,neutral（中性）,neutral,positive,False,False
道间示德甫德称,陆九龄,宋,天地中间本自宽何须特地起无端更宜顿扫从前事相与携筇一笑欢,3,neutral（中性）,neutral,positive,False,False
谢人寄双桂树子,欧阳修,宋,有客赏芳丛移根自幽谷为怀山中趣爱此岩下绿,4,implicit positive（隐性正面）,positive,positive,True,True
和宋次道西都元日怀不疑并见寄,司马光,宋,露冕优分竹题舆佐画圻比年携手乐兹日赏心违,4,implicit positive（隐性正面）,positive,positive,True,True
赠白土吾夫,舒庆春,近现代,白花笑对紫花开土暖风轻春雨来吾辈生涯爱劳动夫随妇唱菜亲栽,4,implicit positive（隐性正面）,positive,positive,True,True
感怀,顾若璞,淸,不堪愁病强搔头二十三年感百忧却也不知方寸内如何容得许多愁,2,implicit negative（隐性负面）,negative,positive,False,True
戏题小雀捕飞虫画扇,黄庭坚,宋,小虫心在一啄间得失与世同轻重丹青妙处不可传轮扁斲轮如此用,3,neutral（中性）,neutral,positive,False,False
承刘学录示三山佳咏兼欲下旬仙鲤湖宿约以诗谢之,陈宓,宋,六年作意观仙鲤未得清闲自在身近日孙归娱膝下拟拚三日奉高人,3,neutral（中性）,neutral,positive,False,False
赠浄慈主人五首,陈造,宋,识君方吏虎存边已叹疲羸雪满颠别后漂零怯人问穷山往返费三年,2,implicit negative（隐性负面）,negative,negative,True,True
曹仁宪谨荣寿七言截句,林兆龙,淸,寿酒欣斟绿满樽西来爽气溢朱门吾侪好似瑶池会雪藕冰桃乐湛恩,5,positive（显性正面）,positive,positive,True,False
二月二十日再锁宿四绝,刘克庄,宋,忆昔初寒已拂衣当时曾悔出山非而今老去都忘了开尽荼梅尚未归,4,implicit positive（隐性正面）,positive,negative,False,True
将行陪贰车观灯,曾巩,宋,行歌红粉满城欢犹作常时五马看忽忆使君身是客一时挥泪逐金鞍,2,implicit negative（隐性负面）,negative,positive,False,True
过秋瑾墓感赋二首,胡士瑩,近现代,秋草墓门吊夕晖当年国事叹全非人间留得凄凉曲惊见严霜六月飞,2,implicit negative（隐性负面）,negative,neutral,False,True
和诸葛元亮韵,辛弃疾,宋,偊泛清溪李郭船路旁人已羡登仙看君不似南阳卧只似哦诗孟浩然,4,implicit positive（隐性正面）,positive,positive,True,True
献陵挽歌,李昌祺,明,四海讴歌仰戴深惊闻厌代尽沾襟惟馀蜂蚁偏愁苦无路攀髯痛不禁,1,negative（显性负面）,negative,positive,False,False
岁旦立春,张鎡,宋,赞美平时万口同耸观造化协天功圣朝家法皆仁徳寛大应符帝诏中,4,implicit positive（隐性正面）,positive,positive,True,True
酬尧夫招看牡丹,司马光,宋,君家牡丹今盛开二十四枝为一栽主人果然青眼待正忙亦须偷暇来,4,implicit positive（隐性正面）,positive,positive,True,True
一百五日同周越陈永锡游吉祥僧舍,穆修,宋,痛饮方期数百杯寻芳何事又空回花愁酒困春无着却访野僧萧寺来,2,implicit negative（隐性负面）,negative,neutral,False,True
落花怨十首,刘克庄,宋,已费栽培力又为膏沐容花神浑忘却将谓属东风,3,neutral（中性）,neutral,positive,False,False
郑丞相生日口号十首,刘克庄,宋,舒黯淹留守相间平津千载有惭颜惜渠不见端平相召了西山召鹤山,3,neutral（中性）,neutral,neutral,True,False
过招贤渡四首,杨万里,宋,倦游客子自无聊不是江山景不饶危岸崩沙新改路断渠横石自成桥,3,neutral（中性）,neutral,negative,False,False
次韵毛君烧松花六绝,苏辙,宋,松老香多气自严馀烟勃鬰透疏帘须臾过尽惟灰在借问谁收一番炎,3,neutral（中性）,neutral,positive,False,False
晓穿芙蓉径二首,杨万里,宋,芙蓉佳处不胜佳花不中藏祗外斜恰似曲江闻喜宴绿衣半醉戴宫花,4,implicit positive（隐性正面）,positive,positive,True,True
为魏塘王居士留三日二首,方回,宋,水乡熟处未全饥舟楫安行盗亦稀乘兴聊为三日客魏塘酒贱蟹螯肥,4,implicit positive（隐性正面）,positive,positive,True,True
赠弹筝人,李延兴,元,秋恨斜飞啼恨深示将燕调杂吴音人人竟听抛红锦悔杀当时苦学琴,2,implicit negative（隐性负面）,negative,neutral,False,True
八月八日发潭州后得绝句四十首,赵蕃,宋,卢溪望望接宣风景富犹能慰客穷已爱熙熙村舍好更欣漠漠稻田丰,4,implicit positive（隐性正面）,positive,positive,True,True
春兴,白玉蟾,宋,草根未放晓霜稀骤冷初暄蝶倦飞行到碧桃花下看新花良是旧枝非,2,implicit negative（隐性负面）,negative,positive,False,True
赵弟,张耒,宋,男儿何用立奇勋赵弟从军初不闻但斩郁城侯万户不须猿臂老将军,3,neutral（中性）,neutral,positive,False,False
遣兴三绝,释契嵩,宋,吾道陵迟事事讹而今无计遏颓波徇人玩法成流俗但泣金书奈尔何,2,implicit negative（隐性负面）,negative,negative,True,True
寒食夜,元稹,唐,红染桃花雪压梨玲珑鸡子斗赢时今年不是明寒食暗地鞦韆别有期,2,implicit negative（隐性负面）,negative,negative,True,True
虞察院生日,姜特立,宋,新开弦管召天和喜气悠扬际海涯向晓金焦称寿处欢声更满使君家,5,positive（显性正面）,positive,positive,True,False
入秋无事案头偶有纸笔随意輙书如风扫华不伦不理故曰杂题,王世贞,明,学士爱栽花花开笑老我何如郭四朝良常种五果,3,neutral（中性）,neutral,positive,False,False
胡明宫词,吴受竹,淸,西风瘦影锢长门一片寒碪欲断魂闻道贵人曾赐死始知憔悴是君恩,1,negative（显性负面）,negative,negative,True,False
题齐安城楼,杜牧,唐,呜咽江楼角一声微阳潋潋落寒汀不用凭阑苦回首故乡七十五长亭,2,implicit negative（隐性负面）,negative,negative,True,True
约诸友游万泉庄二首,孙承恩,明,一鞭欵段喜陪君指点高山多白云地胜好教毛颖记泉流拟把羽觞分,4,implicit positive（隐性正面）,positive,positive,True,True
还自广陵四首,秦观,宋,薄茶便当乌程酒短艇聊充下泽车坟墓去家无百里往来仍不废观书,3,neutral（中性）,neutral,neutral,True,False
发孔镇晨炊漆桥道中纪行十首,杨万里,宋,可堪衰病两相缠更苦悬车尚五年羡杀雨中山上水留它不住竟归田,1,negative（显性负面）,negative,positive,False,False
题虞文靖公书所赋鹤巢诗后,高启,明,玉堂罢直发如丝华盖当头戴笠时丁令去来沧海变人间零落鹤巢诗,3,neutral（中性）,neutral,positive,False,False
寓蓬莱馆二首,陆游,宋,古驿萧萧独倚阑角声催晚雨催寒残年遇合应无日犹说新丰强自寛,2,implicit negative（隐性负面）,negative,neutral,False,True
送虎丘长老,范仲淹,宋,暂向天台参众真虎丘风月远随身琼台肯便长栖去无限人间未度人,2,implicit negative（隐性负面）,negative,positive,False,True
和谭德称送牡丹二首,陆游,宋,洛阳春色擅中州檀晕鞓红总胜流憔悴剑南人不管问渠情味似侬不,3,neutral（中性）,neutral,positive,False,False
新文坛杂咏十首选七,柳亚子,近现代,光轮未转骨先糜一语深悲倪焕之愁见鬼雄来入梦楚骚哀怨泣江蓠,1,negative（显性负面）,negative,negative,True,False
唐二妃像,刘克庄,宋,素艳羞妆额红膏妒雪肤宁临白刃死不受赤眉污,3,neutral（中性）,neutral,neutral,True,False
送曾谹父还朝十首,曹勋,宋,异枝同颖绕祥云贡入南州瑞木新并影薰风舞交翠要知仁政在斯民,4,implicit positive（隐性正面）,positive,positive,True,True
云门独坐,陆游,宋,山北山南处处行回头六十七清明如今老去摧颓甚独坐焚香聴水声,3,neutral（中性）,neutral,neutral,True,False
秘省后厅,白居易,唐,槐花雨润新秋地桐叶风翻欲夜天尽日后厅无一事白头老监枕书眠,3,neutral（中性）,neutral,positive,False,False
晚春客愁五绝,方回,宋,老身何可病客舍只宜晴晓鼎催煎药窗间又雨声,2,implicit negative（隐性负面）,negative,neutral,False,True
书蔡秀才屏风颂四首,黄庭坚,宋,接人高下但唯唯笑语相随不作难此翁胸次有泾渭事不可处执如山,3,neutral（中性）,neutral,neutral,True,False
与李十一夜饮,元稹,唐,寒夜灯前赖酒壶与君相对兴犹孤忠州刺史应闲卧江水猿声睡得无,2,implicit negative（隐性负面）,negative,neutral,False,True
散怀二首,陆游,宋,中年绝欲不复念今日肉食夫何难天公赋与本来薄一概扫空方少安,4,implicit positive（隐性正面）,positive,negative,False,True
寄故人,张籍,唐,静曲闲房病客居蝉声满树槿花疏故人祗在蓝田县强半年来未得书,2,implicit negative（隐性负面）,negative,positive,False,True
哭华姜一百首,屈大均,明,胡雁频从越鸟翔情知水土畏炎方红颜竟为而姑死白首徒令阿母伤,1,negative（显性负面）,negative,neutral,False,False
高邮别秦观三首,苏辙,宋,笔端大字鸦栖壁袖里清诗句琢冰送我扁舟六十里不嫌罪垢污交朋,3,neutral（中性）,neutral,positive,False,False
江月楼,秦观,宋,苍梧云气眉山雨玉箫三年无今古九天雨露蛰蛟龙琅玕长凭清虚府,5,positive（显性正面）,positive,neutral,False,False
太皇太后阁六首,苏轼,宋,不独清心能省事应缘克已自销兵传闻塞外千君长欲趁新年贺太平,4,implicit positive（隐性正面）,positive,positive,True,True
南斋竹三绝,苏辙,宋,里中佳客旧孙陈我自疏慵不见人目倦细书长掩卷心游法界四无邻,3,neutral（中性）,neutral,neutral,True,False
题巨然画,王冕,明,溪山对雨起呼酒一笑还披万里图疏树远山秋淡薄飘风流水尽模糊,3,neutral（中性）,neutral,positive,False,False
杂书四首,陆游,宋,枳篱莎径入荆扉中有村翁百结衣谁识新年欢喜事一鸡一犬伴东归,4,implicit positive（隐性正面）,positive,positive,True,True
送二子从子宜读书,刘翼,宋,三代读书无寸功又将此法教儿童旁人笑我背时好不背旁人背乐翁,3,neutral（中性）,neutral,negative,False,False
和何逢原寿母六诗,何梦桂,宋,六诗称寿祝期颐子和孙书更两宜四世相看真乐事他年补作白华诗,4,implicit positive（隐性正面）,positive,positive,True,True
晨至湖上二首,陆游,宋,园古逢秋好身闲与懒宜空堂赏疏豁重阁望参差,4,implicit positive（隐性正面）,positive,neutral,False,True
同邓孤舟林片雪二友晚吟,白玉蟾,宋,君非爱此数峰青肯恋扁舟尚蓼汀群鴈横空成一字孤萤度水似双星,2,implicit negative（隐性负面）,negative,neutral,False,True
玉山县店见壁间黄山林献可诗次韵,张以宁,明,淮水风髙鴈影微澄江潮细鲤鱼稀客愁正怯江东雨花落青林闻秭归,2,implicit negative（隐性负面）,negative,neutral,False,True
德寿宫庆寿口号,杨万里,宋,甘露祥风天上来今回恩数赛前回都将四海欢声里酿作慈皇万寿杯,4,implicit positive（隐性正面）,positive,positive,True,True
再题通政院王荣之八月杏花,方回,宋,简斋诗老不重生流月无声句绝清好个杏花疏影里秋空吹笛到天明,4,implicit positive（隐性正面）,positive,positive,True,True
药洲四首,刘克庄,宋,役民如犬马国破作降俘往往湖中石宣和艮岳无,2,implicit negative（隐性负面）,negative,positive,False,True
寄令狐相公,贾岛,唐,策杖驰山驿逢人问梓州长江那可到行客替生愁,2,implicit negative（隐性负面）,negative,positive,False,True
问淮水,白居易,唐,自嗟名利客扰扰在人间何事长淮水东流亦不闲,3,neutral（中性）,neutral,neutral,True,False
梅花集句,李龏,宋,自爱新梅好相欢得几回来年又相见先发映春台,4,implicit positive（隐性正面）,positive,positive,True,True
入崇宁界,范成大,宋,桑间三宿尚回头何况三年濯锦游草草郫筒中酒处不知身已在彭州,2,implicit negative（隐性负面）,negative,neutral,False,True
河间,文天祥,宋,空有丹心贯碧霄泮冰亡国不崇朝小臣万死无遗慨曾见天家十八朝,2,implicit negative（隐性负面）,negative,negative,True,True
题寒溪长老方丈,张耒,宋,满坐绳床百事贫荒溪古屋四无邻为生易足君无笑渠是人间得计人,3,neutral（中性）,neutral,neutral,True,False
送于总持归京,贾岛,唐,出家初隶何方寺上国西明御水东却见旧房阶下树别来二十一春风,2,implicit negative（隐性负面）,negative,positive,False,True
和书观妙庵,秦观,宋,龙瑞宫中种玉人诛茅结室傍秋云自言洞里山川别此处千分未一分,3,neutral（中性）,neutral,positive,False,False
寄谢叔鲁,谢枋得,宋,平生结客知心少乱世逢人笑口难近日老天频送喜谁来对酒共清欢,2,implicit negative（隐性负面）,negative,positive,False,True
无题,陆游,宋,轣辘毡车赴密期追欢最数牡丹时新春欲近犹贪喜旧爱濳移不自知,3,neutral（中性）,neutral,positive,False,False
偶作,曾由基,宋,才退愁无友时艰悔有家乡心惭杜宇世事付杨花,2,implicit negative（隐性负面）,negative,negative,True,True
寒食相将诸子游翟园得十诗,杨万里,宋,柳条老去尚青鲜下有清渠遶野田波面落花相趁走避风争泊岸傍边,3,neutral（中性）,neutral,neutral,True,False
灵竹,黄庶,宋,绿阴清韵竹萧然历历当年泣泪痕千古舜妃湘水底必应憔悴有惭魂,2,implicit negative（隐性负面）,negative,negative,True,True
秭归郡圃绝句二首,范成大,宋,花竹萧骚小圃畦官居翻似隠沦栖巴山四合秋阳满杜宇黄鹂相对啼,3,neutral（中性）,neutral,positive,False,False
永和放船二首,杨万里,宋,濒江楼阁祇遥看却恐登临不足观已是老来无眼力更供两岸万峰寒,2,implicit negative（隐性负面）,negative,neutral,False,True
仲光寄纻袍,晁补之,宋,手裁白纻制新袍犊鼻应怜犬子劳倚仗衡门聊服此良人身不属临洮,3,neutral（中性）,neutral,positive,False,False
题猫,丁鹤年,元,食有溪鱼卧有裀受恩深重更无伦苦将乳鼠誇为瑞恐负隆冬蜡祭人,3,neutral（中性）,neutral,neutral,True,False
早行,白玉蟾,宋,店远鸡声近月斜人影长再三谢风露拜赐一天凉,3,neutral（中性）,neutral,neutral,True,False
题韩柳庙碑一首,刘克庄,宋,韩柳子孙皆物故士民尸祝尚如新吾行天下已头白三百年唐惟二人,2,implicit negative（隐性负面）,negative,positive,False,True
送怀安林知丞之官仍谢佳句,陈宓,宋,读书岂但资闻见穷理方能识重轻孔孟格言如日月更须师友与详评,3,neutral（中性）,neutral,positive,False,False
八翁吟十首,张载,宋,篮舆多病八吟翁云宾溪叟恣游从清时无事青山醉青山仍醉最青峰,3,neutral（中性）,neutral,negative,False,False
晓过花桥入宣州界四首,杨万里,宋,近山浅绿远深青两样风姿一样清似怨朝阳卷云雾被侬看著太分明,3,neutral（中性）,neutral,positive,False,False
答妇兄林公遇四首,刘克庄,宋,霜下石桥滑蛩吟茅店清梦回残月在错认是天明,3,neutral（中性）,neutral,positive,False,False
舟行即事七首,朱淑真,宋,岁节将残恼闷怀庭闱献寿阻传杯此愁此恨人谁见镇日柔肠自九回,2,implicit negative（隐性负面）,negative,negative,True,True
端午后一日雨中,郑孝胥,近现代,对床听雨真佳境爱说东坡与颖滨老我廿年耽夜色雨中偏觉一灯亲,4,implicit positive（隐性正面）,positive,positive,True,True
宫词,周彦质,宋,冬候寒威凛未央初欣至日乍迎长退朝一曲升平乐共进新阳万寿觞,4,implicit positive（隐性正面）,positive,positive,True,True
桃源,李白,唐,昔日狂秦事可嗟直驱鸡犬入桃花至今不出烟溪口万古潺湲二水斜,4,implicit positive（隐性正面）,positive,positive,True,True
听航船歌十首,方回,宋,南到杭州北楚州三江八堰水通流牵板船篙为饭碗不能辛苦把锄头,3,neutral（中性）,neutral,positive,False,False
春日小园即事十首,方回,宋,颓然无用一憨痴虽老元来未可欺鼻涕垂颐病拥塞幽花香处最先知,2,implicit negative（隐性负面）,negative,positive,False,True
同儿辈赋未开海棠二首,元好问,元,翠叶轻笼豆颗匀臙脂浓抹蜡痕新殷勤留著花梢露滴下生红可惜春,4,implicit positive（隐性正面）,positive,positive,True,True
和仲弟十绝,刘克庄,宋,慈母清斋奉竺乾平生功行默通天遥知静坐修禅观永昼炉中一穗烟,3,neutral（中性）,neutral,positive,False,False
小韩店,寇准,宋,昔从邺下游梁苑孤店曾经十数回岁月暗移人事改白头重到小韩来,2,implicit negative（隐性负面）,negative,neutral,False,True
送范仲讷往合肥三首,姜夔,宋,壮志只便鞍马上客梦长在江淮间谁能辛苦运河里夜与商人争徃还,2,implicit negative（隐性负面）,negative,positive,False,True
金山,王令,宋,马蹄行尽九州闲无处欢娱得破颜只有此中宜旷望谁令天作海门山,3,neutral（中性）,neutral,positive,False,False
万州太守高公宿约游岑公洞而夜雨连明戏赠二小诗,苏轼,宋,蓬窗高枕雨如绳恰似糟床压酒声今日岑公不能饮吾侪犹健可频倾,4,implicit positive（隐性正面）,positive,positive,True,True
逍遥堂会宿二首,苏辙,宋,秋来东阁凉如水客去山公醉似泥困卧北窗呼不起风吹松竹雨凄凄,2,implicit negative（隐性负面）,negative,neutral,False,True
和少述春日四首,沈遘,宋,初晴池阁暖无尘花落丝飞不避人秖爱年年好光景须知华髪一番新,4,implicit positive（隐性正面）,positive,positive,True,True
烟雨观,张孝祥,宋,七泽阑干外兹游亦壮哉主人何处去犹未赋归来,3,neutral（中性）,neutral,neutral,True,False
二月二日梦中作,陆游,宋,零落蔷薇委道傍更堪微雨渍残香象床玉尺人何在肠断新裁锦一方,2,implicit negative（隐性负面）,negative,negative,True,True
临安送郑左藏,陈宓,宋,还家香稻荐新红乐岁佳辰定不空绿醑好邀山月饮紫鳞长与海潮通,4,implicit positive（隐性正面）,positive,positive,True,True
元宵观灯,王迈,宋,元宵灯火出游敖斗巧争妍照綵鳌官府只知行乐好谁知点点是民膏,2,implicit negative（隐性负面）,negative,positive,False,True
归途自叹,王彦泓,明,画屏人去锦鳞稀愁见啼红染客衣纵使到家仍是客迢迢乡路为谁归,2,implicit negative（隐性负面）,negative,positive,False,True
呈辛稼轩,刘过,宋,书生不愿黄金印十万提兵去战场只欲稼轩一题品春风侯骨死犹香,3,neutral（中性）,neutral,negative,False,False
潮水,司马光,宋,平江欲上潮古木自萧萧两岸饶葭苇寒波浸寂寥,2,implicit negative（隐性负面）,negative,negative,True,True
题赵昌画牡丹鹁鸽,柯九思,元,雕阑玉砌旧承恩轻吹凝香瑞霭温宫女传言妃子笑笑看驯鸽出金盆,4,implicit positive（隐性正面）,positive,positive,True,True
次韵承之乞鱼于保德,苏过,宋,莼鲈一别信音疏食指令人尽信书不是分甘慰愁思临渊空羡计无如,2,implicit negative（隐性负面）,negative,neutral,False,True
寄杨六侍郎,白居易,唐,西户最荣君好去左冯虽稳我慵来秋风一箸鲈鱼鲙张翰摇头唤不回,4,implicit positive（隐性正面）,positive,positive,True,True
咏古,屈大均,明,悔与荆卿别当时不请行悲歌空慷慨易水咽无声,2,implicit negative（隐性负面）,negative,neutral,False,True
立春二首,廖行之,宋,随意旛花剪缀新杯盘草草簇芳辛还欣好景平生事赢得旬馀分外春,4,implicit positive（隐性正面）,positive,positive,True,True
杂题四首,陆游,宋,湖堤疏瘦水杨柳村舍殷红山石榴推户本来随意入乞浆因得片时留,4,implicit positive（隐性正面）,positive,positive,True,True
短簿祠,高启,明,下马空林问庙扉衣冠寂寞掩尘帏不能复使桓公怒莫怪年来祭客稀,2,implicit negative（隐性负面）,negative,negative,True,True
和程德裕颂五首,黄庭坚,宋,如来剎剎与尘尘北斗南箕透法身金粟默然轲好辩唱歌须是帝乡人,3,neutral（中性）,neutral,positive,False,False
闻夜啼赠刘正元,孟郊,唐,寄泣须寄黄河泉此中怨声流彻天愁人独有夜灯见一纸乡书泪滴穿,1,negative（显性负面）,negative,neutral,False,False
题郡斋壁,张九成,宋,吏散兵休文案静数竿脩竹隔疏帘嗟予老矣欲归去肯对江山叹滞淹,2,implicit negative（隐性负面）,negative,positive,False,True
高邮野望二首,杨万里,宋,望中四野掌般平远树成行一带横树外天容仍淡白不愁树影不分明,4,implicit positive（隐性正面）,positive,neutral,False,True
回文,无名氏,宋,羞看一首回文锦锦似文君别恨深头白自吟悲赋客断肠愁是断弦琴,1,negative（显性负面）,negative,negative,True,False
杂兴其一,宋祁,宋,不学诗书君勿嗤人间情伪古难知第看陵麦青青句尽是当年发冢词,3,neutral（中性）,neutral,positive,False,False
上元三绝,张耒,宋,沽酒垆边人若市算商亭下浪连天张君官况今如此岂有工夫作醉眠,3,neutral（中性）,neutral,negative,False,False
追思柳恽汀洲之咏尚有遗妍因书一绝,寇准,宋,杳杳烟波隔千里白蘋香散东风起日落汀洲一望时愁情不断如春水,2,implicit negative（隐性负面）,negative,positive,False,True
伤段右丞,刘禹锡,唐,江海多豪气朝廷有直声何言马蹄下一旦是佳城,3,neutral（中性）,neutral,positive,False,False
春帖子词皇帝阁十二首,宋祁,宋,望春台下春先到猎猎青旂倚汉宫水自北涯生暖溜花从东面受和风,4,implicit positive（隐性正面）,positive,positive,True,True
次韵汪仲嘉尚书喜雨,范成大,宋,老身穷若不须忧未有毫分慰此州但得田间无叹息何须地上见钱流,4,implicit positive（隐性正面）,positive,positive,True,True
宫词,杨皇后,宋,好花开遍玉栏杆挈伴拖桡浅水滩但笑红霞映池面不知娇面早先丹,4,implicit positive（隐性正面）,positive,positive,True,True
赠朱道灵,杜牧,唐,刘根丹篆三千字郭璞青囊两卷书牛渚矶南谢山北白云深处有岩居,3,neutral（中性）,neutral,neutral,True,False
休休亭,司空图,唐,且喜安能保那堪病更忧可怜藜杖者真个种瓜侯,2,implicit negative（隐性负面）,negative,neutral,False,True
初出金门寻王侍御不遇咏壁上鹦鹉,李白,唐,落羽辞金殿孤鸣咤绣衣能言终见弃还向陇西飞,3,neutral（中性）,neutral,positive,False,False
留别东郡诸僚友,司马光,宋,际日浮空涨海流虫沙龙蜃各优游津涯浩荡虽难测不见惊澜曾覆舟,4,implicit positive（隐性正面）,positive,neutral,False,True
省中直舍因敲新竹怀周元吉三首,杨万里,宋,尚有周郎手种痕怀人将竹当人看寄言黄鹤楼前客今岁新添十五竿,3,neutral（中性）,neutral,neutral,True,False
西湖杂曲,区大相,明,当筵窈窕善吴音能唱新词动客心忽听阳春传雅曲是谁湖上发高吟,4,implicit positive（隐性正面）,positive,positive,True,True
雪中苦寒戏嘲二绝,范成大,宋,冥凌分职大间关辛苦行冬强作难费尽无边风与雪劣能供得一番寒,3,neutral（中性）,neutral,positive,False,False
自述二首,陆游,宋,齿卼复牢能咀嚼足挛渐愈可跏趺短檠非复衰翁事且与儿孙共地炉,4,implicit positive（隐性正面）,positive,positive,True,True
漫兴九首,方回,宋,新莽穷奸卓极凶奸人更有阿瞒雄纷纷竖子成何事野火山林一烧空,2,implicit negative（隐性负面）,negative,negative,True,True
秋晚思梁益旧逰三首,陆游,宋,沧波极目江乡恨衰草连天塞路愁三十年间行万里不论南北怯登楼,1,negative（显性负面）,negative,negative,True,False
雪中渡江过山饮旸谷简上人房,萨都剌,元,闻说山中新酒熟野人乗兴过江来小牕无处看春色一树梅花雪里开,4,implicit positive（隐性正面）,positive,positive,True,True
得乐天书,元稹,唐,远信入门先有泪妻惊女哭问何如寻常不省曾如此应是江州司马书,5,positive（显性正面）,positive,positive,True,False
得家兄在远消息,高启,明,江上有归舟传兄在石头知安虽暂喜念远更成愁,2,implicit negative（隐性负面）,negative,positive,False,True
杂咏四绝,李之仪,宋,人间所乐宁过此一事都无有俸钱更向丰年观割稻须知身是地行仙,4,implicit positive（隐性正面）,positive,positive,True,True
汉东楼,沈括,宋,野草粘天雨未休客心自冷不关秋寨西便是猿啼处满目伤心悔上楼,2,implicit negative（隐性负面）,negative,negative,True,True
送赵清臣宰姚江,楼钥,宋,玉立君家好弟兄蓝田风采照花城版舆寿母人间盛千里何曾去送迎,4,implicit positive（隐性正面）,positive,positive,True,True
十一月三日过升仙桥作三首,陆游,宋,熨手金鞭天马驹冰河雪谷笑谈无只言燕赵多奇士岂必书生尽腐儒,3,neutral（中性）,neutral,positive,False,False
和陈君仪读太真外传五首,黄庭坚,宋,朝廷无事君臣乐花柳多情殿阁春不觉胡雏心暗动绮罗翻作坠楼人,3,neutral（中性）,neutral,positive,False,False
潮惠道中,刘克庄,宋,春深绝不见妍华极目黄茅际白沙几树半天红似染居人云是木绵花,3,neutral（中性）,neutral,positive,False,False
寒食清明十首,刘克庄,宋,时节浇松近人家擘纸归但知题墓好不笑乞墦非,3,neutral（中性）,neutral,negative,False,False
题寿阳楼二首,张耒,宋,渺渺长淮去不休行人独上寿阳楼一阕长歌不须唱山川都是旧时愁,2,implicit negative（隐性负面）,negative,negative,True,True
蕙花,赵孟坚,宋,光风荡煖晓晴天雅有幽香入简编寻见野花都不是山蜂引到石崖边,4,implicit positive（隐性正面）,positive,positive,True,True
西湖绝句六首,萨都剌,元,垂柳阴阴苏小家满湖飞燕趁杨花繁华一去风流减今日横堤几树鸦,2,implicit negative（隐性负面）,negative,positive,False,True
秋思寄子由,苏轼,宋,黄叶山川知晚秋小虫催女献功裘老松阅世卧云壑挽著苍江无万牛,3,neutral（中性）,neutral,positive,False,False
与薛肇明奕棋赌梅花诗输一首,王安石,宋,华发寻春喜见梅一株临路雪培堆凤城南陌他年忆杳杳难随驿使来,3,neutral（中性）,neutral,positive,False,False
